window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,rating_off_raw,rating_def_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,203507,Giannis Antetokounmpo,12224.0,12179.0,0.516,2.935,1.548,4.482,0.707,-0.052,0.655,1.611,0.029,1.64,3.281,0.692,3.973,6.215,2.24,8.455,3.465,1.456,4.921,4.546,1.576,giannis antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,7.1,1.1,8.2,2.514,3.53,-1.015,5.0,4.0,-1.0,2.981,3.85,-0.869,7.0,3.0,-4.0,1.145,0.977,0.168,64.0,72.5,8.5,3.106,5903.0,2.689,1.104,9.453,6.739,0.384,big,3000+
2024-2026,2025.0,1630530,Trey Murphy III,12242.0,12227.0,0.517,0.982,-0.264,0.719,-1.584,-0.168,-1.752,-0.666,0.152,-0.514,-0.304,0.049,-0.255,0.678,-0.215,0.464,0.225,-0.07,0.155,0.317,-0.112,trey murphy,Trey Murphy III,New Orleans Pelicans,2.1,-0.6,1.5,0.353,0.779,-0.427,173.0,101.0,-72.0,0.509,1.294,-0.785,123.0,45.0,-78.0,0.077,-0.58,0.656,219.0,338.5,119.5,-0.138,5889.0,0.929,0.556,4.725,3.436,3.307,guard,3000+
2024-2026,2025.0,1631099,Keegan Murray,12289.0,12246.0,0.518,-0.807,0.512,-0.296,0.561,-0.163,0.398,0.089,1.224,1.312,0.162,1.349,1.512,-0.645,1.861,1.216,-0.557,1.596,1.039,-0.719,1.735,keegan murray,Keegan Murray,Sacramento Kings,-0.5,1.0,0.5,0.753,0.369,0.385,100.0,151.0,51.0,-0.087,-0.035,-0.052,225.0,207.5,-17.5,1.243,0.885,0.358,53.0,82.0,29.0,2.379,5992.0,1.712,0.985,4.65,1.658,2.211,big,3000+
2024-2026,2025.0,1630168,Onyeka Okongwu,12315.0,12261.0,0.518,-0.958,0.291,-0.667,-0.154,-0.097,-0.251,0.799,0.696,1.496,0.731,0.554,1.285,-0.227,0.845,0.618,-0.098,0.92,0.821,-0.158,0.988,onyeka okongwu,Onyeka Okongwu,Atlanta Hawks,0.5,0.8,1.3,0.655,0.697,-0.042,116.0,111.0,-5.0,0.263,0.476,-0.213,162.0,119.5,-42.5,0.769,0.702,0.068,104.0,106.0,2.0,4.48,5765.0,3.154,1.293,6.825,2.954,1.343,big,3000+
2024-2026,2025.0,1626220,Royce O'Neale,12345.0,12328.0,0.519,0.48,0.385,0.865,-0.109,-0.02,-0.129,-0.941,0.093,-0.849,-0.221,0.206,-0.014,0.259,0.592,0.85,-0.39,0.458,0.069,-0.462,0.478,royce oneale,Royce O'Neale,Phoenix Suns,-1.2,-0.7,-2.0,0.314,-0.658,0.971,184.0,348.0,164.0,0.04,-0.393,0.434,194.0,296.5,102.5,0.447,-0.671,1.118,153.0,358.0,205.0,0.27,6007.0,1.031,0.653,5.55,3.536,3.278,wing,3000+
2024-2026,2025.0,1641764,Brandin Podziemski,12345.0,12368.0,0.519,0.232,-0.629,-0.398,-0.615,-0.017,-0.632,-0.273,0.978,0.705,0.258,0.872,1.13,0.489,0.243,0.732,-0.048,0.342,0.293,-0.041,0.348,brandin podziemski,Brandin Podziemski,Golden State Warriors,0.1,1.6,1.8,0.415,0.902,-0.487,166.0,85.5,-80.5,0.301,0.271,0.029,159.0,153.5,-5.5,0.365,1.434,-1.069,161.0,39.0,-122.0,0.18,6022.0,1.524,0.251,5.476,4.765,2.14,wing,3000+
2024-2026,2025.0,1641718,Keyonte George,12355.0,12377.0,0.519,1.022,-1.169,-0.148,-0.269,-0.228,-0.497,-0.672,-2.126,-2.798,-0.361,-2.849,-3.21,0.661,-4.019,-3.358,0.262,-2.943,-2.681,0.35,-3.295,keyonte george,Keyonte George,Utah Jazz,1.0,-2.7,-1.7,-0.934,-0.535,-0.399,387.0,320.5,-66.5,0.538,0.732,-0.194,119.0,92.5,-26.5,-1.934,-2.502,0.568,465.0,474.0,9.0,-2.609,5917.0,0.389,0.183,3.644,6.334,2.768,guard,3000+
2024-2026,2025.0,1630581,Josh Giddey,12386.0,12389.0,0.52,0.642,0.138,0.78,0.576,0.08,0.656,0.667,-0.939,-0.272,0.874,-1.06,-0.186,1.515,-0.922,0.594,1.016,-0.695,0.322,1.309,-0.801,josh giddey,Josh Giddey,Chicago Bulls,0.5,-0.6,-0.2,0.428,0.081,0.347,161.0,198.0,37.0,1.113,0.476,0.637,53.0,119.5,66.5,-0.36,-0.58,0.219,298.0,338.5,40.5,-0.12,5859.0,1.874,0.713,7.515,8.498,1.782,wing,3000+
2024-2026,2025.0,1630224,Jalen Green,12543.0,12538.0,0.523,0.102,-0.797,-0.695,0.506,-0.03,0.477,-0.003,-0.48,-0.484,0.004,-0.824,-0.82,0.107,-1.622,-1.515,0.049,-1.126,-1.077,0.099,-1.278,jalen green,Jalen Green,Phoenix Suns,-0.2,-0.2,-0.4,-0.206,-0.001,-0.206,271.0,214.0,-57.0,0.375,0.118,0.257,152.0,179.5,27.5,-0.662,-0.214,-0.449,349.0,264.0,-85.0,-0.736,6127.0,0.599,0.37,4.783,3.901,2.973,guard,3000+
2024-2026,2025.0,201939,Stephen Curry,12604.0,12544.0,0.524,7.036,-0.127,6.909,0.378,0.029,0.408,-0.177,-1.011,-1.188,2.924,-1.032,1.892,9.96,-1.159,8.802,5.23,-1.001,4.228,6.859,-1.138,stephen curry,Stephen Curry,Golden State Warriors,6.2,-1.2,5.0,2.2,2.216,-0.016,8.0,10.5,2.5,4.328,3.39,0.938,2.0,5.5,3.5,-0.575,-1.129,0.554,333.0,418.0,85.0,-2.794,6000.0,0.564,0.45,4.2,6.018,5.148,guard,3000+
2024-2026,2025.0,1628398,Kyle Kuzma,12651.0,12617.0,0.525,-0.378,-0.221,-0.599,-0.52,0.243,-0.276,-1.307,-1.26,-2.566,-1.497,-1.469,-2.966,-1.875,-1.69,-3.565,-1.321,-1.309,-2.63,-1.684,-1.481,kyle kuzma,Kyle Kuzma,Milwaukee Bucks,-2.4,-1.1,-3.5,-0.911,-1.274,0.363,382.0,440.5,58.5,-0.67,-1.007,0.337,349.0,418.0,69.0,-0.791,-1.038,0.247,366.0,405.0,39.0,0.676,6026.0,1.034,0.574,5.819,3.776,1.971,wing,3000+
2024-2026,2025.0,1629675,Naz Reid,12697.0,12702.0,0.526,-0.972,-0.291,-1.263,-0.024,0.029,0.005,0.209,1.314,1.523,0.121,1.32,1.441,-0.85,1.028,0.178,-0.614,0.932,0.319,-0.762,1.022,naz reid,Naz Reid,Minnesota Timberwolves,-0.7,1.3,0.6,0.427,0.41,0.017,164.0,145.5,-18.5,-0.13,-0.138,0.007,238.0,236.5,-1.5,0.778,1.16,-0.381,100.0,60.0,-40.0,2.241,6178.0,1.486,1.299,6.556,2.663,2.949,big,3000+
2024-2026,2025.0,1626167,Myles Turner,12743.0,12724.0,0.527,-0.635,1.654,1.019,-0.185,-0.07,-0.255,0.149,0.4,0.549,0.554,0.887,1.441,-0.08,2.541,2.46,-0.392,1.853,1.461,-0.486,2.054,myles turner,Myles Turner,Milwaukee Bucks,-0.9,0.1,-0.8,0.945,-0.165,1.11,77.0,244.0,167.0,0.039,-0.24,0.279,195.0,264.5,69.5,1.423,0.061,1.362,38.0,210.0,172.0,4.016,6163.0,1.624,2.354,6.449,1.834,2.448,big,3000+
2024-2026,2025.0,203471,Dennis Schröder,12812.0,12829.0,0.528,0.348,-0.363,-0.015,-0.433,-0.07,-0.503,-0.171,-1.167,-1.338,0.036,-1.214,-1.177,0.384,-1.576,-1.192,0.1,-1.354,-1.255,0.177,-1.53,dennis schroder,Dennis Schroder,Cleveland Cavaliers,-1.3,-0.8,-2.1,-0.287,-0.699,0.412,289.0,359.0,70.0,0.414,-0.444,0.858,145.0,308.5,163.5,-0.822,-0.763,-0.059,372.0,372.5,0.5,-2.599,6291.0,0.567,0.229,3.039,7.056,1.946,guard,3000+
2024-2026,2025.0,1629652,Luguentz Dort,12823.0,12822.0,0.528,-0.679,0.379,-0.301,0.064,-0.1,-0.037,0.935,0.331,1.266,1.353,0.404,1.757,0.674,0.783,1.456,0.187,0.646,0.833,0.256,0.71,luguentz dort,Luguentz Dort,Oklahoma City Thunder,-0.6,0.2,-0.4,0.66,-0.001,0.661,111.0,214.0,103.0,0.48,-0.086,0.567,129.0,221.5,92.5,0.578,0.153,0.426,131.0,191.5,60.5,1.019,6173.0,1.277,0.659,3.517,1.825,2.648,wing,3000+
2024-2026,2025.0,1628386,Jarrett Allen,12882.0,12903.0,0.529,-0.35,1.063,0.713,-0.435,-0.065,-0.499,1.629,0.92,2.549,2.04,0.999,3.039,1.691,2.062,3.752,0.969,1.78,2.749,1.279,1.983,jarrett allen,Jarrett Allen,Cleveland Cavaliers,2.4,1.5,3.9,1.529,1.764,-0.235,30.0,24.5,-5.5,1.077,1.447,-0.371,55.0,38.0,-17.0,1.372,1.343,0.029,41.0,45.5,4.5,5.833,6259.0,3.468,1.156,8.524,2.692,0.006,big,3000+
2024-2026,2025.0,1628415,Dillon Brooks,12928.0,12886.0,0.53,-0.37,-0.303,-0.673,0.014,0.048,0.061,-0.001,1.016,1.015,0.064,0.764,0.828,-0.306,0.461,0.155,-0.325,0.644,0.319,-0.371,0.712,dillon brooks,Dillon Brooks,Phoenix Suns,0.0,0.4,0.3,0.427,0.287,0.14,163.0,166.5,3.5,0.09,0.22,-0.131,190.0,163.5,-26.5,0.577,0.336,0.241,132.0,166.5,34.5,0.117,6317.0,0.975,0.199,3.151,1.972,2.542,wing,3000+
2024-2026,2025.0,203468,CJ McCollum,12964.0,12909.0,0.531,2.398,-0.078,2.319,0.266,0.187,0.453,-0.037,-0.642,-0.68,0.917,-0.554,0.362,3.314,-0.633,2.682,1.788,-0.635,1.154,2.36,-0.721,cj mccollum,CJ McCollum,Atlanta Hawks,1.8,-0.3,1.5,0.806,0.779,0.026,92.0,101.0,9.0,1.702,1.141,0.562,28.0,57.5,29.5,-0.318,-0.305,-0.013,294.0,280.0,-14.0,-1.311,6254.0,0.823,0.576,3.494,4.749,3.46,guard,3000+
2024-2026,2025.0,1630170,Devin Vassell,13105.0,13084.0,0.534,0.162,-0.487,-0.325,-0.166,-0.181,-0.346,0.326,-0.293,0.033,0.486,-0.721,-0.235,0.648,-1.207,-0.56,0.351,-0.69,-0.339,0.488,-0.78,devin vassell,Devin Vassell,San Antonio Spurs,0.8,-0.1,0.7,0.128,0.451,-0.322,218.0,139.0,-79.0,0.605,0.629,-0.024,108.0,102.0,-6.0,-0.357,-0.122,-0.235,296.0,243.0,-53.0,-0.706,6275.0,0.574,0.465,3.93,3.597,2.811,guard,3000+
2024-2026,2025.0,202699,Tobias Harris,13168.0,13183.0,0.535,0.603,0.745,1.348,0.708,0.047,0.755,0.967,0.875,1.843,1.527,1.278,2.806,2.131,2.023,4.154,1.179,1.439,2.618,1.571,1.62,tobias harris,Tobias Harris,Detroit Pistons,1.1,1.2,2.3,1.47,1.108,0.362,36.0,66.5,30.5,1.237,0.783,0.454,47.0,86.5,39.5,1.133,1.068,0.065,66.0,65.5,-0.5,1.444,6427.0,1.12,0.723,5.646,3.002,1.479,wing,3000+
2024-2026,2025.0,1628978,Donte DiVincenzo,13176.0,13201.0,0.535,0.456,0.089,0.544,-0.568,-0.175,-0.743,0.43,0.289,0.719,0.891,0.419,1.31,1.346,0.508,1.854,0.633,0.335,0.968,0.886,0.377,donte divincenzo,Donte DiVincenzo,Minnesota Timberwolves,0.6,0.7,1.2,0.721,0.656,0.065,105.0,115.5,10.5,0.82,0.527,0.293,80.0,113.0,33.0,0.361,0.61,-0.25,163.0,125.0,-38.0,-1.106,6465.0,0.902,0.484,3.892,4.199,3.903,guard,3000+
2024-2026,2025.0,1630202,Payton Pritchard,13187.0,13106.0,0.535,1.095,-1.13,-0.035,0.463,0.253,0.717,1.709,0.25,1.958,2.408,-0.01,2.398,3.503,-1.14,2.363,2.117,-0.781,1.336,2.804,-0.881,payton pritchard,Payton Pritchard,Boston Celtics,3.4,-0.3,3.1,0.888,1.436,-0.548,86.0,39.0,-47.0,1.953,1.959,-0.006,20.0,22.5,2.5,-0.421,-0.305,-0.116,307.0,280.0,-27.0,-1.436,6659.0,1.303,0.162,3.476,5.233,3.319,guard,3000+
2024-2026,2025.0,203944,Julius Randle,13275.0,13276.0,0.537,1.931,0.019,1.95,0.09,0.18,0.271,0.496,-0.542,-0.046,1.647,-0.648,0.999,3.579,-0.63,2.949,1.825,-0.467,1.359,2.427,-0.524,julius randle,Julius Randle,Minnesota Timberwolves,1.4,-0.8,0.7,0.899,0.451,0.448,85.0,139.0,54.0,1.73,0.936,0.794,25.0,72.5,47.5,-0.201,-0.763,0.562,270.0,372.5,102.5,0.829,6467.0,2.088,0.256,5.94,5.288,1.631,wing,3000+
2024-2026,2025.0,203501,Tim Hardaway Jr.,13288.0,13310.0,0.537,1.06,-0.969,0.091,0.158,-0.209,-0.051,-0.229,-0.889,-1.118,0.602,-1.352,-0.75,1.662,-2.321,-0.659,0.597,-1.65,-1.052,0.831,-1.858,tim hardaway,Tim Hardaway Jr.,Denver Nuggets,-0.3,-1.4,-1.7,-0.195,-0.535,0.34,268.0,320.5,52.5,0.793,0.067,0.726,86.0,186.5,100.5,-1.029,-1.312,0.283,408.0,441.0,33.0,-0.958,6403.0,0.32,0.129,3.295,2.08,3.39,guard,3000+
2024-2026,2025.0,1641708,Amen Thompson,13378.0,13390.0,0.539,-0.286,0.131,-0.155,-0.094,0.351,0.258,1.014,0.866,1.881,1.198,1.103,2.301,0.912,1.234,2.146,0.516,0.876,1.392,0.728,0.997,amen thompson,Amen Thompson,Houston Rockets,2.1,2.1,4.2,0.913,1.888,-0.974,81.0,17.0,-64.0,0.731,1.294,-0.563,93.0,45.0,-48.0,0.739,1.892,-1.153,106.0,19.5,-86.5,3.325,6566.0,3.153,0.959,5.549,4.649,0.318,big,3000+
2024-2026,2025.0,1628384,OG Anunoby,13396.0,13377.0,0.539,-0.481,0.744,0.263,0.003,-0.072,-0.069,1.133,1.789,2.922,1.521,2.047,3.568,1.04,2.791,3.831,0.447,2.232,2.679,0.652,2.533,og anunoby,OG Anunoby,New York Knicks,0.9,1.5,2.4,1.498,1.149,0.349,34.0,59.5,25.5,0.679,0.68,-0.001,100.0,97.5,-2.5,1.688,1.343,0.345,26.0,45.5,19.5,1.109,6637.0,1.242,0.808,3.732,2.256,2.332,wing,3000+
2024-2026,2025.0,1630217,Desmond Bane,13512.0,13453.0,0.541,1.42,-0.12,1.3,0.263,0.133,0.396,0.537,0.223,0.761,0.928,0.126,1.054,2.349,0.006,2.355,1.486,0.08,1.567,1.957,0.104,desmond bane,Desmond Bane,Orlando Magic,3.1,0.1,3.2,0.993,1.477,-0.484,71.0,36.5,-34.5,1.472,1.805,-0.333,35.0,27.0,-8.0,0.182,0.061,0.121,196.0,210.0,14.0,-0.839,6403.0,1.102,0.489,4.189,5.268,2.631,guard,3000+
2024-2026,2025.0,201572,Brook Lopez,13516.0,13535.0,0.541,0.075,1.788,1.863,0.395,0.172,0.567,-0.919,0.423,-0.496,0.19,1.298,1.488,0.265,3.086,3.351,-0.731,1.939,1.208,-0.845,2.211,brook lopez,Brook Lopez,Los Angeles Clippers,-0.9,0.5,-0.4,0.83,-0.001,0.831,90.0,214.0,124.0,-0.22,-0.24,0.02,260.0,264.5,4.5,1.483,0.427,1.056,36.0,154.0,118.0,3.27,6593.0,1.513,2.315,4.401,2.004,2.19,big,3000+
2024-2026,2025.0,203084,Harrison Barnes,13583.0,13532.0,0.543,0.608,-0.198,0.41,0.437,-0.124,0.314,0.418,-0.245,0.172,0.929,-0.352,0.577,1.537,-0.549,0.987,0.748,-0.404,0.344,1.026,-0.443,harrison barnes,Harrison Barnes,San Antonio Spurs,0.5,-1.3,-0.8,0.438,-0.165,0.603,158.0,244.0,86.0,0.908,0.476,0.432,70.0,119.5,49.5,-0.157,-1.221,1.064,260.0,430.0,170.0,0.32,6598.0,1.233,0.207,2.979,2.09,2.423,wing,3000+
2024-2026,2025.0,1630700,Dyson Daniels,13585.0,13576.0,0.543,-0.4,0.994,0.594,0.802,0.194,0.995,1.802,1.208,3.01,1.549,1.551,3.1,1.15,2.545,3.694,1.07,1.926,2.996,1.403,2.202,dyson daniels,Dyson Daniels,Atlanta Hawks,1.6,2.6,4.1,1.641,1.847,-0.205,27.0,19.0,-8.0,1.154,1.038,0.115,52.0,64.0,12.0,1.474,2.35,-0.876,37.0,9.5,-27.5,1.12,6457.0,2.063,0.619,4.655,5.274,0.803,wing,3000+
2024-2026,2025.0,1629632,Coby White,13601.0,13595.0,0.543,0.487,-0.808,-0.32,0.307,0.223,0.529,1.246,-0.231,1.014,1.541,-0.565,0.976,2.029,-1.373,0.656,1.312,-0.93,0.382,1.733,-1.039,coby white,Coby White,Charlotte Hornets,2.7,-0.7,2.0,0.456,0.984,-0.529,153.0,79.0,-74.0,1.339,1.601,-0.262,39.0,34.0,-5.0,-0.525,-0.671,0.147,327.0,358.0,31.0,-1.883,6578.0,0.471,0.213,3.913,5.117,2.955,guard,3000+
2024-2026,2025.0,1628378,Donovan Mitchell,13605.0,13534.0,0.543,3.216,0.02,3.236,-0.124,-0.052,-0.175,0.793,1.386,2.179,2.094,1.418,3.512,5.31,1.438,6.748,3.072,1.224,4.296,4.009,1.406,donovan mitchell,Donovan Mitchell,Cleveland Cavaliers,4.9,0.4,5.3,2.231,2.339,-0.108,7.0,7.0,0.0,2.682,2.725,-0.044,11.0,9.0,-2.0,0.983,0.336,0.647,79.0,166.5,87.5,-1.926,6515.0,0.845,0.37,4.227,5.995,3.531,guard,3000+
2024-2026,2025.0,1629638,Nickeil Alexander-Walker,13745.0,13738.0,0.545,-0.193,-0.334,-0.527,0.5,0.268,0.768,1.421,0.743,2.164,1.437,0.848,2.285,1.244,0.514,1.758,0.906,0.34,1.246,1.228,0.409,nickeil alexander walker,Nickeil Alexander-Walker,Atlanta Hawks,1.0,0.7,1.6,0.847,0.82,0.027,87.0,94.0,7.0,1.029,0.732,0.297,58.0,92.5,34.5,0.364,0.61,-0.247,162.0,125.0,-37.0,-0.758,6602.0,0.769,0.643,3.048,3.888,2.852,guard,3000+
2024-2026,2025.0,1630578,Alperen Sengun,13821.0,13786.0,0.547,1.176,0.986,2.162,0.433,0.185,0.617,0.507,0.246,0.753,1.09,0.479,1.569,2.266,1.465,3.732,1.244,1.058,2.303,1.684,1.232,alperen sengun,Alperen Sengun,Houston Rockets,1.3,-0.2,1.1,1.327,0.615,0.712,43.0,120.0,77.0,1.287,0.885,0.402,44.0,77.5,33.5,0.867,-0.214,1.08,91.0,264.0,173.0,3.409,6847.0,3.47,0.967,7.124,5.936,0.494,big,3000+
2024-2026,2025.0,1631095,Jabari Smith Jr.,13846.0,13822.0,0.547,-1.029,0.078,-0.951,0.447,-0.255,0.191,0.243,0.519,0.762,0.245,0.646,0.891,-0.784,0.724,-0.06,-0.691,0.5,-0.191,-0.786,0.597,jabari smith,Jabari Smith Jr.,Houston Rockets,0.4,0.8,1.2,0.196,0.656,-0.46,200.0,115.5,-84.5,-0.19,0.425,-0.615,252.0,129.5,-122.5,0.476,0.702,-0.226,147.0,106.0,-41.0,2.923,6841.0,1.852,0.91,6.273,1.705,2.173,big,3000+
2024-2026,2025.0,1630595,Cade Cunningham,13858.0,13853.0,0.548,2.119,-0.263,1.856,1.172,-0.014,1.158,0.73,0.411,1.142,1.155,0.236,1.391,3.274,-0.027,3.247,2.169,0.107,2.276,2.849,0.148,cade cunningham,Cade Cunningham,Detroit Pistons,3.3,0.7,4.0,1.315,1.805,-0.491,45.0,21.5,-23.5,1.993,1.907,0.085,19.0,25.0,6.0,0.2,0.61,-0.41,193.0,125.0,-68.0,-2.581,6699.0,0.779,0.693,4.853,9.329,2.112,guard,3000+
2024-2026,2025.0,1629029,Luka Dončić,13875.0,13823.0,0.548,4.433,-0.36,4.072,-0.6,-0.645,-1.245,1.071,1.129,2.2,3.235,0.91,4.146,7.668,0.55,8.218,4.243,0.65,4.893,5.504,0.769,luka doncic,Luka Doncic,Los Angeles Lakers,7.3,0.7,8.0,2.502,3.448,-0.946,6.0,5.0,-1.0,3.575,3.952,-0.377,4.0,2.0,-2.0,0.581,0.61,-0.03,130.0,125.0,-5.0,-2.312,6683.0,0.754,0.501,7.601,8.613,3.852,guard,3000+
2024-2026,2025.0,1630166,Deni Avdija,13883.0,13904.0,0.548,0.446,-0.436,0.011,0.821,0.173,0.994,1.6,0.266,1.865,1.557,-0.1,1.457,2.003,-0.536,1.467,1.562,-0.173,1.388,2.046,-0.17,deni avdija,Deni Avdija,Portland Trail Blazers,2.8,-0.6,2.2,0.912,1.067,-0.155,83.0,71.5,-11.5,1.529,1.652,-0.123,33.0,31.5,-1.5,0.005,-0.58,0.584,232.0,338.5,106.5,0.624,6621.0,1.457,0.609,6.786,5.486,1.838,wing,3000+
2024-2026,2025.0,1626157,Karl-Anthony Towns,13884.0,13771.0,0.548,1.788,0.728,2.516,0.867,-0.31,0.558,0.939,0.072,1.01,2.046,0.262,2.308,3.833,0.99,4.824,2.054,0.676,2.731,2.726,0.799,karl anthony towns,Karl-Anthony Towns,New York Knicks,3.3,0.1,3.4,1.521,1.559,-0.038,33.0,33.0,0.0,1.905,1.907,-0.002,21.0,25.0,4.0,0.599,0.061,0.538,127.0,210.0,83.0,3.832,6864.0,2.827,0.687,9.362,3.341,2.051,big,3000+
2024-2026,2025.0,202696,Nikola Vučević,13887.0,13893.0,0.548,0.862,0.614,1.477,-0.37,0.165,-0.205,-0.447,-0.442,-0.889,0.116,-0.586,-0.47,0.979,0.028,1.007,0.252,0.126,0.378,0.416,0.172,nikola vucevic,Nikola Vucevic,Boston Celtics,-0.1,-0.4,-0.6,0.454,-0.083,0.537,154.0,230.5,76.5,0.53,0.169,0.361,121.0,171.5,50.5,0.214,-0.397,0.611,192.0,298.5,106.5,3.458,6705.0,2.754,0.821,8.376,3.882,1.723,big,3000+
2024-2026,2025.0,1629008,Michael Porter Jr.,13907.0,13911.0,0.548,0.304,0.019,0.323,-0.02,-0.061,-0.082,0.773,-0.685,0.087,1.406,-0.653,0.753,1.71,-0.633,1.076,0.765,-0.609,0.157,1.076,-0.666,michael porter,Michael Porter Jr.,Brooklyn Nets,3.7,-1.2,2.5,0.353,1.19,-0.836,172.0,54.5,-117.5,0.922,2.112,-1.19,68.0,16.0,-52.0,-0.3,-1.129,0.829,286.0,418.0,132.0,1.611,6852.0,1.644,0.546,6.089,2.338,3.095,wing,3000+
2024-2026,2025.0,1631094,Paolo Banchero,14016.0,14023.0,0.55,1.296,-0.201,1.094,0.724,0.452,1.176,-0.384,-0.702,-1.085,-0.114,-0.869,-0.983,1.182,-1.071,0.111,0.615,-0.819,-0.204,0.912,-0.903,paolo banchero,Paolo Banchero,Orlando Magic,0.8,-0.3,0.5,0.19,0.369,-0.179,204.0,151.0,-53.0,0.807,0.629,0.178,83.0,102.0,19.0,-0.447,-0.305,-0.142,312.0,280.0,-32.0,0.476,6878.0,1.141,0.602,6.726,5.354,1.518,wing,3000+
2024-2026,2025.0,1627759,Jaylen Brown,14116.0,14065.0,0.552,1.484,-0.162,1.322,0.487,-0.1,0.387,0.486,-0.526,-0.04,1.687,-0.622,1.065,3.171,-0.784,2.387,1.439,-0.633,0.805,1.969,-0.688,jaylen brown,Jaylen Brown,Boston Celtics,2.0,-0.5,1.4,0.648,0.738,-0.091,117.0,106.5,-10.5,1.435,1.243,0.193,37.0,49.0,12.0,-0.317,-0.488,0.171,292.0,318.5,26.5,0.104,6944.0,1.281,0.43,5.184,4.661,2.079,wing,3000+
2024-2026,2025.0,1627750,Jamal Murray,14166.0,14129.0,0.553,3.702,-0.161,3.541,0.869,-0.055,0.813,1.367,-1.537,-0.171,3.269,-1.499,1.769,6.97,-1.66,5.31,3.913,-1.515,2.398,5.068,-1.698,jamal murray,Jamal Murray,Denver Nuggets,4.3,-1.9,2.4,1.37,1.149,0.221,42.0,59.5,17.5,3.323,2.419,0.905,5.0,12.0,7.0,-0.935,-1.77,0.835,389.0,467.0,78.0,-2.311,6936.0,0.618,0.524,3.706,6.862,2.834,guard,3000+
2024-2026,2025.0,1628970,Miles Bridges,14233.0,14254.0,0.554,-0.163,-0.12,-0.282,-0.149,0.372,0.223,-0.5,-0.49,-0.991,-0.698,-0.957,-1.655,-0.861,-1.077,-1.937,-0.639,-0.569,-1.208,-0.663,-0.61,miles bridges,Miles Bridges,Charlotte Hornets,0.4,-0.6,-0.3,-0.266,0.04,-0.306,284.0,206.0,-78.0,-0.15,0.425,-0.575,242.0,129.5,-112.5,-0.272,-0.58,0.308,281.0,338.5,57.5,0.794,7001.0,1.121,0.576,6.263,3.728,2.293,wing,3000+
2024-2026,2025.0,2544,LeBron James,14259.0,14280.0,0.555,5.386,1.212,6.598,-0.193,0.143,-0.05,-1.609,-0.322,-1.932,0.949,0.311,1.26,6.336,1.523,7.858,2.862,0.736,3.599,3.777,0.89,lebron james,LeBron James,Los Angeles Lakers,2.1,-0.3,1.8,1.914,0.902,1.012,15.0,85.5,70.5,2.522,1.294,1.228,12.0,45.0,33.0,0.641,-0.305,0.946,118.0,280.0,162.0,-1.475,6943.0,0.913,0.581,6.492,8.275,1.944,guard,3000+
2024-2026,2025.0,1630567,Scottie Barnes,14282.0,14339.0,0.555,0.578,1.022,1.6,0.034,0.484,0.518,-0.242,0.526,0.284,-0.133,0.794,0.661,0.445,1.817,2.261,0.173,1.309,1.482,0.336,1.549,scottie barnes,Scottie Barnes,Toronto Raptors,1.4,2.1,3.5,0.954,1.6,-0.646,74.0,30.5,-43.5,0.47,0.936,-0.467,133.0,72.5,-60.5,1.042,1.892,-0.85,72.0,19.5,-52.5,1.664,6913.0,2.078,1.39,6.233,6.327,1.276,wing,3000+
2024-2026,2025.0,1630183,Jaden McDaniels,14303.0,14290.0,0.555,-1.542,0.8,-0.742,0.187,-0.093,0.094,0.286,0.186,0.472,0.245,0.568,0.813,-1.297,1.367,0.071,-1.083,0.818,-0.265,-1.256,0.986,jaden mcdaniels,Jaden McDaniels,Minnesota Timberwolves,0.0,1.1,1.1,0.162,0.615,-0.453,212.0,120.0,-92.0,-0.489,0.22,-0.709,315.0,163.5,-151.5,0.698,0.977,-0.278,110.0,72.5,-37.5,1.666,7041.0,1.334,0.966,3.799,2.367,1.478,wing,3000+
2024-2026,2025.0,1630559,Austin Reaves,14327.0,14327.0,0.556,2.374,-0.388,1.986,-0.155,0.045,-0.11,0.024,0.219,0.243,1.56,0.101,1.661,3.935,-0.288,3.647,1.795,-0.188,1.607,2.398,-0.169,austin reaves,Austin Reaves,Los Angeles Lakers,3.0,0.4,3.4,1.011,1.559,-0.548,69.0,33.0,-36.0,1.708,1.754,-0.046,27.0,28.0,1.0,-0.006,0.336,-0.342,236.0,166.5,-69.5,-1.636,6938.0,0.784,0.348,3.995,5.972,2.449,guard,3000+
