window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,rating_off_raw,rating_def_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,1642857,Kasparas Jakučionis,2062.0,2066.0,0.153,0.0,-0.559,-0.558,-0.34,0.354,0.015,0.364,0.795,1.159,0.338,0.804,1.142,0.338,0.246,0.584,-0.92,-0.302,-1.222,0.364,0.236,kasparas jakucionis,Kasparas Jakucionis,Miami Heat,0.0,0.0,0.0,-0.272,0.163,-0.435,286.0,185.0,-101.0,-0.364,0.22,-0.585,286.0,163.5,-122.5,-0.086,-0.03,-0.055,248.0,223.5,-24.5,-0.622,949.0,1.631,0.266,3.604,5.197,2.504,guard,<1000
2024-2026,2025.0,1641787,Tosan Evbuomwan,2081.0,2101.0,0.154,-1.698,-0.469,-2.167,0.1,-0.089,0.011,-0.416,-0.287,-0.704,-0.842,-0.395,-1.237,-2.54,-0.864,-3.404,-1.837,-1.526,-3.363,-2.114,-0.756,tosan evbuomwan,Tosan Evbuomwan,Charlotte Hornets,-2.0,0.0,-2.0,-1.243,-0.658,-0.586,422.0,348.0,-74.0,-1.064,-0.802,-0.262,417.0,389.5,-27.5,-0.942,-0.03,-0.912,392.0,223.5,-168.5,1.918,1040.0,1.765,0.519,4.535,2.458,1.246,wing,1000-2000
2024-2026,2025.0,1642278,Tyler Kolek,2091.0,2083.0,0.154,-0.963,-0.688,-1.651,-0.286,-0.081,-0.367,-0.189,1.159,0.97,-0.388,1.111,0.723,-1.351,0.423,-0.928,-1.442,0.0,-1.442,-1.152,0.471,tyler kolek,Tyler Kolek,New York Knicks,-1.5,0.7,-0.8,-0.372,-0.165,-0.207,306.0,244.0,-62.0,-0.763,-0.547,-0.216,365.0,329.0,-36.0,0.126,0.61,-0.484,211.0,125.0,-86.0,-2.844,1024.0,0.844,0.281,3.551,8.438,2.039,guard,1000-2000
2024-2026,2025.0,1641998,Trey Jemison III,2115.0,2106.0,0.156,-3.259,-0.271,-3.53,-0.056,0.426,0.37,-0.32,-0.808,-1.128,-0.985,-0.969,-1.954,-4.244,-1.24,-5.484,-2.539,-1.911,-4.45,-3.579,-1.079,trey jemison,Trey Jemison III,New York Knicks,-4.1,-0.7,-4.8,-1.736,-1.807,0.071,457.0,470.0,13.0,-1.6,-1.876,0.276,472.0,471.5,-0.5,-1.212,-0.671,-0.54,425.0,358.0,-67.0,6.159,1048.0,3.985,1.546,4.844,1.649,0.0,big,1000-2000
2024-2026,2025.0,1631126,Caleb Love,2127.0,2123.0,0.157,-0.961,-1.596,-2.556,-0.731,0.086,-0.645,-0.15,-0.467,-0.616,-0.396,-0.748,-1.144,-1.357,-2.343,-3.7,-1.639,-3.122,-4.761,-1.11,-2.062,caleb love,Caleb Love,Portland Trail Blazers,-1.3,-0.8,-2.1,-1.877,-0.699,-1.178,464.0,359.0,-105.0,-0.913,-0.444,-0.468,393.0,308.5,-84.5,-2.059,-0.763,-1.296,469.0,372.5,-96.5,-1.525,1015.0,0.887,0.142,3.157,4.363,3.299,guard,1000-2000
2024-2026,2025.0,1642277,Johnny Furphy,2141.0,2144.0,0.158,-1.443,-0.317,-1.76,0.574,-0.238,0.336,-0.145,0.313,0.168,-0.36,0.321,-0.039,-1.803,0.004,-1.799,-1.631,-0.568,-2.199,-1.588,-0.003,johnny furphy,Johnny Furphy,Indiana Pacers,-1.7,0.6,-1.1,-0.715,-0.288,-0.427,357.0,271.0,-86.0,-0.907,-0.649,-0.258,392.0,352.0,-40.0,-0.272,0.519,-0.79,280.0,142.0,-138.0,2.762,1023.0,1.935,0.633,5.947,2.111,1.337,big,1000-2000
2024-2026,2025.0,1642864,Hugo González,2157.0,2134.0,0.158,-1.706,-0.082,-1.788,0.043,-0.484,-0.441,0.905,1.172,2.077,0.784,1.156,1.941,-0.921,1.074,0.152,-1.497,0.789,-0.707,-0.801,1.09,hugo gonzalez,Hugo Gonzalez,Boston Celtics,-1.5,1.8,0.3,-0.039,0.287,-0.325,249.0,166.5,-82.5,-0.804,-0.547,-0.258,374.0,329.0,-45.0,0.678,1.617,-0.939,112.0,28.0,-84.0,3.371,1083.0,2.061,0.698,6.116,1.33,1.396,big,1000-2000
2024-2026,2025.0,1630811,Keaton Wallace,2161.0,2159.0,0.159,-1.164,-0.08,-1.244,-0.533,-0.092,-0.626,-0.519,0.152,-0.367,-0.804,0.248,-0.556,-1.968,0.168,-1.8,-1.673,-0.466,-2.139,-1.683,0.073,keaton wallace,Keaton Wallace,Atlanta Hawks,-2.3,0.1,-2.3,-0.688,-0.781,0.093,353.0,378.0,25.0,-0.939,-0.956,0.017,398.0,411.5,13.5,-0.2,0.061,-0.261,269.0,210.0,-59.0,-2.109,1036.0,0.347,0.486,3.336,6.081,2.259,guard,1000-2000
2024-2026,2025.0,1642364,Jamir Watkins,2166.0,2192.0,0.159,-1.289,0.412,-0.878,-0.047,-0.147,-0.194,0.035,-0.1,-0.065,-0.161,-0.018,-0.179,-1.45,0.394,-1.056,-1.699,-0.169,-1.868,-1.254,0.312,jamir watkins,Jamir Watkins,Washington Wizards,-1.3,0.6,-0.7,-0.565,-0.124,-0.441,333.0,237.0,-96.0,-0.959,-0.444,-0.514,402.0,308.5,-93.5,0.008,0.519,-0.511,230.0,142.0,-88.0,2.281,1029.0,1.714,0.875,5.073,2.344,1.644,big,1000-2000
2024-2026,2025.0,1630639,A.J. Lawson,2168.0,2177.0,0.159,-1.634,-0.873,-2.506,0.035,-0.239,-0.204,0.206,0.103,0.309,-0.148,0.072,-0.076,-1.782,-0.8,-2.582,-1.462,-1.504,-2.966,-1.427,-0.77,a j lawson,A.J. Lawson,Toronto Raptors,-1.0,-0.2,-1.2,-1.063,-0.329,-0.734,404.0,280.0,-124.0,-0.778,-0.291,-0.487,369.0,279.0,-90.0,-0.927,-0.214,-0.713,387.0,264.0,-123.0,1.468,1025.0,1.51,0.457,4.777,2.037,2.283,wing,1000-2000
2024-2026,2025.0,1642354,KJ Simpson,2211.0,2231.0,0.162,-1.79,-0.242,-2.032,-0.281,-0.064,-0.345,-0.725,-0.594,-1.318,-1.185,-0.569,-1.753,-2.975,-0.811,-3.785,-2.085,-1.566,-3.652,-2.515,-0.836,kj simpson,KJ Simpson,Denver Nuggets,-2.3,0.0,-2.3,-1.374,-0.781,-0.593,432.0,378.0,-54.0,-1.253,-0.956,-0.298,446.0,411.5,-34.5,-0.97,-0.03,-0.94,396.0,223.5,-172.5,-0.396,1101.0,1.569,0.196,3.204,5.068,1.471,guard,1000-2000
2024-2026,2025.0,1641772,Nae'Qwan Tomlin,2211.0,2222.0,0.162,-1.089,-0.408,-1.497,0.228,-0.02,0.208,0.191,0.778,0.969,0.053,0.797,0.85,-1.036,0.389,-0.647,-1.269,-0.081,-1.35,-0.898,0.37,naeqwan tomlin,Nae'Qwan Tomlin,Cleveland Cavaliers,-0.5,0.4,-0.2,-0.33,0.081,-0.411,297.0,198.0,-99.0,-0.631,-0.035,-0.595,339.0,207.5,-131.5,0.069,0.336,-0.266,223.0,166.5,-56.5,4.189,1070.0,3.196,1.178,3.768,1.85,0.976,big,1000-2000
2024-2026,2025.0,1642269,Devin Carter,2253.0,2238.0,0.164,-1.331,-0.151,-1.482,-0.462,0.041,-0.42,0.241,0.068,0.309,-0.07,0.082,0.012,-1.401,-0.069,-1.47,-1.351,-0.624,-1.975,-1.089,-0.083,devin carter,Devin Carter,Sacramento Kings,0.2,-0.3,0.0,-0.613,0.163,-0.777,338.0,185.0,-153.0,-0.693,0.323,-1.016,353.0,144.5,-208.5,-0.311,-0.305,-0.005,289.0,280.0,-9.0,0.708,1098.0,1.803,0.426,4.787,4.656,1.574,wing,1000-2000
2024-2026,2025.0,1631115,Orlando Robinson,2257.0,2261.0,0.165,-1.751,-0.475,-2.226,-0.262,0.226,-0.037,-0.373,0.081,-0.292,-0.705,0.014,-0.691,-2.457,-0.46,-2.917,-1.788,-1.003,-2.791,-2.125,-0.394,orlando robinson,Orlando Robinson,Orlando Magic,-1.5,-0.6,-2.1,-0.984,-0.699,-0.285,392.0,359.0,-33.0,-1.027,-0.547,-0.48,414.0,329.0,-85.0,-0.576,-0.58,0.003,334.0,338.5,4.5,4.334,1099.0,3.898,0.786,6.191,3.734,0.852,big,1000-2000
2024-2026,2025.0,1642358,AJ Johnson,2261.0,2257.0,0.165,-2.585,-1.181,-3.766,-0.408,-0.184,-0.591,-0.458,-0.718,-1.176,-0.912,-0.751,-1.663,-3.497,-1.931,-5.429,-2.325,-2.85,-5.175,-3.043,-1.899,aj johnson,AJ Johnson,Dallas Mavericks,-2.9,-0.5,-3.4,-2.065,-1.232,-0.833,473.0,436.5,-36.5,-1.436,-1.262,-0.174,464.0,443.0,-21.0,-1.869,-0.488,-1.381,462.0,318.5,-143.5,-0.668,1094.0,0.724,0.197,3.027,4.048,1.185,guard,1000-2000
2024-2026,2025.0,1628420,Monte Morris,2280.0,2273.0,0.166,-0.216,-0.696,-0.913,-0.339,-0.087,-0.426,-0.341,0.059,-0.281,-0.313,0.091,-0.223,-0.53,-0.606,-1.135,-0.999,-1.293,-2.291,-0.557,-0.637,monte morris,Monte Morris,Indiana Pacers,-0.6,-0.5,-1.1,-0.757,-0.288,-0.469,363.0,271.0,-92.0,-0.424,-0.086,-0.338,298.0,221.5,-76.5,-0.779,-0.488,-0.291,363.0,318.5,-44.5,-1.076,1111.0,0.648,0.421,3.597,4.893,1.944,guard,1000-2000
2024-2026,2025.0,1628365,Markelle Fultz,2290.0,2295.0,0.167,-1.199,-0.281,-1.481,0.298,-0.246,0.052,-0.125,0.203,0.078,-0.304,0.23,-0.075,-1.504,-0.052,-1.555,-1.378,-0.603,-1.981,-1.325,-0.078,markelle fultz,Markelle Fultz,Toronto Raptors,-4.0,-0.3,-4.3,-0.616,-1.602,0.986,339.0,460.5,121.5,-0.714,-1.825,1.111,354.0,469.5,115.5,-0.296,-0.305,0.009,285.0,280.0,-5.0,0.874,1128.0,1.979,0.543,3.096,4.947,0.255,wing,1000-2000
2024-2026,2025.0,1629610,DaQuan Jeffries,2362.0,2357.0,0.171,-1.674,-0.413,-2.087,0.427,0.033,0.46,0.038,-1.005,-0.967,-0.414,-1.031,-1.445,-2.088,-1.444,-3.532,-1.512,-2.214,-3.726,-1.636,-1.418,daquan jeffries,DaQuan Jeffries,Sacramento Kings,-1.9,-1.1,-3.0,-1.408,-1.068,-0.339,435.0,413.5,-21.5,-0.816,-0.751,-0.065,377.0,379.5,2.5,-1.424,-1.038,-0.386,443.0,405.0,-38.0,1.338,1173.0,1.228,0.798,3.223,1.811,1.872,wing,1000-2000
2024-2026,2025.0,1642874,Danny Wolf,2381.0,2356.0,0.172,-1.737,-0.161,-1.898,-0.249,-0.158,-0.408,-0.748,0.617,-0.131,-1.177,0.574,-0.603,-2.914,0.413,-2.501,-2.311,0.08,-2.231,-2.485,0.456,danny wolf,Danny Wolf,Brooklyn Nets,-2.2,0.6,-1.6,-0.73,-0.494,-0.236,360.0,309.5,-50.5,-1.426,-0.904,-0.521,462.0,404.0,-58.0,0.182,0.519,-0.337,197.0,142.0,-55.0,1.978,1192.0,1.721,0.966,6.765,3.836,2.054,wing,1000-2000
2024-2026,2025.0,1628964,Mo Bamba,2388.0,2390.0,0.173,-2.639,1.167,-1.472,-0.302,-0.829,-1.131,-0.506,0.356,-0.15,-0.886,0.609,-0.277,-3.525,1.775,-1.749,-2.27,1.382,-0.887,-3.144,1.522,mo bamba,Mo Bamba,Utah Jazz,-2.9,-0.7,-3.6,-0.12,-1.315,1.194,261.0,444.0,183.0,-1.394,-1.262,-0.132,459.0,443.0,-16.0,1.094,-0.671,1.765,68.0,358.0,290.0,7.603,1197.0,3.579,2.827,8.602,1.805,1.203,big,1000-2000
2024-2026,2025.0,1630164,James Wiseman,2394.0,2383.0,0.173,-2.735,-0.01,-2.745,-0.324,0.123,-0.201,-0.767,-1.297,-2.064,-1.32,-1.334,-2.654,-4.055,-1.344,-5.398,-2.449,-2.064,-4.513,-3.502,-1.307,james wiseman,James Wiseman,Indiana Pacers,-3.6,-1.3,-4.9,-1.765,-1.848,0.083,460.0,471.0,11.0,-1.531,-1.62,0.089,469.0,465.0,-4.0,-1.319,-1.221,-0.098,436.0,430.0,-6.0,6.104,1153.0,3.591,1.249,7.181,1.78,0.0,big,1000-2000
2024-2026,2025.0,1642948,Ryan Nembhard,2403.0,2414.0,0.173,-1.711,-0.886,-2.598,-0.598,-0.119,-0.717,0.208,-0.068,0.14,0.026,-0.199,-0.173,-1.685,-1.085,-2.77,-1.777,-1.631,-3.408,-1.503,-0.954,ryan nembhard,Ryan Nembhard,Dallas Mavericks,-1.5,0.1,-1.4,-1.264,-0.411,-0.852,424.0,292.0,-132.0,-1.018,-0.547,-0.472,411.0,329.0,-82.0,-1.016,0.061,-1.077,406.0,210.0,-196.0,-3.883,1170.0,0.4,0.062,3.692,9.723,1.477,guard,1000-2000
2024-2026,2025.0,1631169,Josh Minott,2477.0,2466.0,0.178,-0.892,0.482,-0.41,0.068,-0.069,-0.0,-0.062,0.279,0.217,-0.267,0.366,0.099,-1.159,0.848,-0.311,-1.135,0.479,-0.655,-0.954,0.761,josh minott,Josh Minott,Brooklyn Nets,-1.2,0.7,-0.5,-0.015,-0.042,0.027,248.0,222.0,-26.0,-0.528,-0.393,-0.135,319.0,296.5,-22.5,0.461,0.61,-0.149,150.0,125.0,-25.0,2.5,1204.0,1.914,1.226,4.724,2.153,2.452,big,1000-2000
2024-2026,2025.0,1629162,Jordan McLaughlin,2485.0,2477.0,0.178,0.132,-0.003,0.13,-0.763,-0.161,-0.924,0.149,0.776,0.925,0.145,0.995,1.14,0.277,0.992,1.27,-0.497,0.496,-0.001,0.281,0.773,jordan mclaughlin,Jordan McLaughlin,San Antonio Spurs,-2.3,-0.1,-2.4,0.282,-0.822,1.104,186.0,384.0,198.0,-0.041,-0.956,0.914,214.0,411.5,197.5,0.473,-0.122,0.595,148.0,243.0,95.0,-1.729,1224.0,0.912,0.294,3.029,5.853,2.294,guard,1000-2000
2024-2026,2025.0,1642849,Nolan Traore,2487.0,2484.0,0.178,-1.686,-0.476,-2.162,0.15,-0.256,-0.107,0.03,-0.648,-0.618,-0.358,-0.706,-1.064,-2.044,-1.182,-3.226,-1.875,-1.804,-3.679,-1.656,-1.124,nolan traore,Nolan Traore,Brooklyn Nets,-1.7,-1.1,-2.8,-1.386,-0.986,-0.4,433.0,401.5,-31.5,-1.093,-0.649,-0.444,420.0,352.0,-68.0,-1.137,-1.038,-0.099,418.0,405.0,-13.0,-1.976,1246.0,0.404,0.665,2.456,6.154,1.762,guard,1000-2000
2024-2026,2025.0,1642867,Collin Murray-Boyles,2530.0,2518.0,0.181,-0.482,0.011,-0.472,0.323,0.156,0.479,0.056,1.215,1.271,0.101,1.165,1.267,-0.381,1.176,0.795,-1.229,1.055,-0.174,-0.426,1.225,collin murray boyles,Collin Murray-Boyles,Toronto Raptors,0.1,1.5,1.6,0.203,0.82,-0.617,197.0,94.0,-103.0,-0.6,0.271,-0.871,329.0,153.5,-175.5,0.864,1.343,-0.479,92.0,45.5,-46.5,4.968,1245.0,3.846,1.533,4.395,3.065,0.492,big,1000-2000
2024-2026,2025.0,1631288,Jamal Cain,2561.0,2556.0,0.183,-1.396,-0.603,-2.0,0.294,-0.176,0.118,0.386,-0.944,-0.559,0.069,-1.025,-0.957,-1.327,-1.629,-2.956,-1.131,-2.287,-3.418,-1.011,-1.548,jamal cain,Jamal Cain,Orlando Magic,-0.5,-0.7,-1.2,-1.268,-0.329,-0.939,425.0,280.0,-145.0,-0.526,-0.035,-0.49,317.0,207.5,-109.5,-1.475,-0.671,-0.803,446.0,358.0,-88.0,2.042,1243.0,2.027,0.521,3.765,1.767,1.883,big,1000-2000
2024-2026,2025.0,201599,DeAndre Jordan,2581.0,2603.0,0.184,-1.221,0.904,-0.318,0.172,-0.526,-0.354,-0.444,0.317,-0.128,-0.792,0.419,-0.373,-2.014,1.323,-0.691,-1.472,1.06,-0.412,-1.666,1.22,deandre jordan,DeAndre Jordan,New Orleans Pelicans,-3.1,-0.7,-3.8,0.095,-1.397,1.492,226.0,452.5,226.5,-0.786,-1.365,0.579,370.0,452.5,82.5,0.868,-0.671,1.539,89.0,358.0,269.0,7.792,1284.0,4.598,1.486,9.897,2.523,0.0,big,1000-2000
2024-2026,2025.0,1642856,Egor Dëmin,2641.0,2648.0,0.187,-0.133,-0.335,-0.467,-0.906,-0.008,-0.914,-0.015,0.285,0.27,-0.2,0.213,0.013,-0.333,-0.122,-0.455,-1.08,-0.453,-1.533,-0.148,-0.049,egor demin,Egor Demin,Brooklyn Nets,-0.8,0.5,-0.3,-0.413,0.04,-0.453,314.0,206.0,-108.0,-0.486,-0.189,-0.298,313.0,249.5,-63.5,-0.191,0.427,-0.619,266.0,154.0,-112.0,-1.514,1305.0,0.579,0.469,3.972,4.772,3.421,guard,1000-2000
2024-2026,2025.0,1642962,Drake Powell,2654.0,2664.0,0.188,-1.585,-0.8,-2.385,0.147,0.377,0.524,-1.402,-0.761,-2.163,-1.868,-0.909,-2.777,-3.453,-1.709,-5.162,-2.568,-2.266,-4.834,-2.987,-1.561,drake powell,Drake Powell,Brooklyn Nets,-4.0,-0.4,-4.4,-1.91,-1.643,-0.267,468.0,464.5,-3.5,-1.622,-1.825,0.203,473.0,469.5,-3.5,-1.46,-0.397,-1.063,445.0,298.5,-146.5,-0.106,1319.0,0.573,0.382,2.456,2.484,1.392,wing,1000-2000
2024-2026,2025.0,1630322,Lindy Waters III,2736.0,2735.0,0.193,-0.96,-0.7,-1.66,0.502,-0.127,0.375,-0.211,0.114,-0.096,-0.355,0.102,-0.252,-1.314,-0.598,-1.912,-1.172,-1.068,-2.24,-1.171,-0.586,lindy waters,Lindy Waters III,San Antonio Spurs,-1.4,-0.2,-1.6,-0.734,-0.494,-0.24,361.0,309.5,-51.5,-0.557,-0.495,-0.061,321.0,318.5,-2.5,-0.621,-0.214,-0.408,342.0,264.0,-78.0,-0.134,1348.0,0.801,0.507,3.979,2.537,3.418,guard,1000-2000
2024-2026,2025.0,1642920,Kobe Sanders,2743.0,2736.0,0.193,-1.53,-0.394,-1.925,-0.029,0.162,0.134,0.277,-0.281,-0.004,0.073,-0.23,-0.157,-1.458,-0.625,-2.082,-1.642,-1.173,-2.815,-1.254,-0.676,kobe sanders,Kobe Sanders,Los Angeles Clippers,-0.9,0.1,-0.8,-0.994,-0.165,-0.829,394.0,244.0,-150.0,-0.915,-0.24,-0.675,394.0,264.5,-129.5,-0.695,0.061,-0.756,353.0,210.0,-143.0,-0.274,1353.0,0.772,0.266,3.299,2.9,2.129,guard,1000-2000
2024-2026,2025.0,203967,Dario Saric,2747.0,2744.0,0.193,0.051,-0.324,-0.274,0.076,-0.116,-0.039,-0.532,-0.216,-0.748,-0.319,-0.305,-0.624,-0.268,-0.63,-0.898,-0.812,-1.009,-1.821,-0.482,-0.54,dario saric,Dario Saric,Detroit Pistons,-2.1,-0.4,-2.5,-0.544,-0.863,0.319,332.0,388.5,56.5,-0.282,-0.853,0.571,274.0,397.0,123.0,-0.581,-0.397,-0.184,335.0,298.5,-36.5,1.522,1348.0,2.35,0.294,6.703,4.513,2.19,wing,1000-2000
2024-2026,2025.0,1631245,Quenton Jackson,2753.0,2751.0,0.194,-0.639,-0.551,-1.19,-0.317,-0.124,-0.441,-0.251,0.227,-0.024,-0.522,0.086,-0.436,-1.161,-0.465,-1.625,-1.019,-0.749,-1.768,-0.89,-0.324,quenton jackson,Quenton Jackson,Indiana Pacers,-0.4,0.2,-0.2,-0.52,0.081,-0.601,323.0,198.0,-125.0,-0.44,0.016,-0.455,302.0,195.0,-107.0,-0.398,0.153,-0.551,305.0,191.5,-113.5,-0.873,1290.0,1.172,0.307,3.349,5.442,1.591,guard,1000-2000
2024-2026,2025.0,1630214,Xavier Tillman,2781.0,2810.0,0.195,-1.877,0.541,-1.337,-0.104,-0.127,-0.231,-0.597,1.07,0.474,-0.896,1.144,0.248,-2.773,1.684,-1.088,-1.858,1.569,-0.289,-2.474,1.611,xavier tillman,Xavier Tillman,Charlotte Hornets,-3.4,0.3,-3.1,0.151,-1.109,1.26,215.0,419.5,204.5,-1.08,-1.518,0.438,419.0,460.0,41.0,1.224,0.244,0.98,55.0,177.0,122.0,3.943,1394.0,2.557,1.395,5.113,2.505,0.723,big,1000-2000
2024-2026,2025.0,1641774,Tristan Vukcevic,2831.0,2826.0,0.198,-0.941,0.144,-0.796,-1.106,-0.007,-1.113,-0.739,-0.987,-1.726,-0.984,-0.957,-1.941,-1.925,-0.813,-2.737,-1.42,-1.345,-2.765,-1.68,-0.843,tristan vukcevic,Tristan Vukcevic,Washington Wizards,-0.9,-0.9,-1.8,-0.972,-0.576,-0.396,391.0,332.0,-59.0,-0.746,-0.24,-0.506,362.0,264.5,-97.5,-0.815,-0.854,0.039,371.0,385.5,14.5,2.942,1334.0,1.727,1.7,6.72,2.888,2.645,big,1000-2000
2024-2026,2025.0,1642954,Will Richard,2867.0,2876.0,0.2,-0.727,0.221,-0.505,0.305,0.017,0.322,-0.587,-0.235,-0.822,-0.513,-0.135,-0.648,-1.24,0.087,-1.153,-1.655,-0.348,-2.003,-1.314,-0.013,will richard,Will Richard,Golden State Warriors,-2.0,0.2,-1.7,-0.626,-0.535,-0.092,341.0,320.5,-20.5,-0.925,-0.802,-0.123,396.0,389.5,-6.5,-0.118,0.153,-0.27,253.0,191.5,-61.5,0.853,1376.0,1.753,0.235,2.747,2.433,1.858,wing,1000-2000
2024-2026,2025.0,1629634,Brandon Clarke,2930.0,2913.0,0.204,-0.889,0.035,-0.854,-0.657,0.071,-0.585,0.812,0.868,1.68,0.841,0.898,1.739,-0.048,0.933,0.885,-0.529,0.754,0.225,-0.077,0.903,brandon clarke,Brandon Clarke,Memphis Grizzlies,-0.2,0.6,0.4,0.384,0.328,0.057,169.0,156.5,-12.5,-0.066,0.118,-0.184,217.0,179.5,-37.5,0.654,0.519,0.135,115.0,142.0,27.0,5.627,1364.0,3.801,1.109,5.806,2.006,0.053,big,1000-2000
2024-2026,2025.0,204060,Joe Ingles,2940.0,2916.0,0.204,0.5,0.304,0.804,-0.399,0.045,-0.354,0.739,-0.878,-0.139,0.702,-0.708,-0.007,1.202,-0.404,0.798,0.17,-0.993,-0.823,1.239,-0.574,joe ingles,Joe Ingles,Minnesota Timberwolves,-1.9,-1.3,-3.2,-0.091,-1.15,1.059,254.0,426.0,172.0,0.467,-0.751,1.218,134.0,379.5,245.5,-0.569,-1.221,0.651,332.0,430.0,98.0,-2.247,1432.0,0.503,0.176,3.821,6.536,2.011,guard,1000-2000
2024-2026,2025.0,1630568,Luka Garza,2954.0,2942.0,0.205,-1.101,-0.445,-1.546,-0.887,0.729,-0.158,0.838,0.327,1.165,0.682,0.056,0.738,-0.419,-0.388,-0.808,-0.631,-0.45,-1.08,-0.262,-0.118,luka garza,Luka Garza,Boston Celtics,2.1,-0.5,1.5,-0.208,0.779,-0.987,272.0,101.0,-171.0,-0.144,1.294,-1.437,240.0,45.0,-195.0,-0.189,-0.488,0.299,265.0,318.5,53.5,5.342,1455.0,5.097,0.792,3.959,2.004,1.831,big,1000-2000
2024-2026,2025.0,1641740,Jaylen Clark,2963.0,2952.0,0.206,-1.195,-0.194,-1.389,0.321,0.015,0.337,0.635,0.262,0.897,0.544,0.229,0.773,-0.652,0.035,-0.617,-0.895,-0.227,-1.123,-0.56,0.068,jaylen clark,Jaylen Clark,Minnesota Timberwolves,-0.5,1.1,0.6,-0.227,0.41,-0.637,279.0,145.5,-133.5,-0.345,-0.035,-0.31,283.0,207.5,-75.5,-0.033,0.977,-1.01,239.0,72.5,-166.5,1.591,1412.0,2.04,0.28,2.371,1.759,1.402,wing,1000-2000
2024-2026,2025.0,1642383,Walter Clayton Jr.,2968.0,2975.0,0.206,-1.135,-0.706,-1.841,-0.647,0.433,-0.213,0.26,-1.351,-1.09,0.06,-1.454,-1.394,-1.075,-2.16,-3.235,-1.387,-2.739,-4.125,-0.874,-2.057,walter clayton,Walter Clayton Jr.,Memphis Grizzlies,-1.4,-1.7,-3.1,-1.589,-1.109,-0.479,449.0,419.5,-29.5,-0.72,-0.495,-0.225,357.0,318.5,-38.5,-1.791,-1.587,-0.204,461.0,454.0,-7.0,-2.329,1411.0,0.638,0.485,2.909,7.118,1.914,guard,1000-2000
2024-2026,2025.0,202687,Bismack Biyombo,2969.0,2969.0,0.206,-2.696,0.81,-1.886,0.439,-0.171,0.268,-0.205,-0.057,-0.262,-0.601,0.084,-0.517,-3.297,0.894,-2.404,-2.043,0.584,-1.459,-2.901,0.753,bismack biyombo,Bismack Biyombo,San Antonio Spurs,-5.2,-1.8,-7.0,-0.379,-2.71,2.331,308.0,475.0,167.0,-1.221,-2.438,1.217,440.0,475.0,35.0,0.535,-1.678,2.213,139.0,461.0,322.0,5.237,1460.0,2.712,1.529,6.978,2.195,0.0,big,1000-2000
2024-2026,2025.0,1641724,Jett Howard,3006.0,2989.0,0.208,-1.835,-0.953,-2.788,-0.171,0.166,-0.005,-0.107,-0.885,-0.993,-0.473,-1.036,-1.508,-2.307,-1.989,-4.296,-1.526,-2.467,-3.994,-1.942,-1.838,jett howard,Jett Howard,Orlando Magic,-1.1,-0.9,-2.0,-1.529,-0.658,-0.871,447.0,348.0,-99.0,-0.827,-0.342,-0.485,378.0,287.0,-91.0,-1.601,-0.854,-0.747,452.0,385.5,-66.5,0.249,1462.0,1.083,0.591,2.955,2.339,2.856,wing,1000-2000
2024-2026,2025.0,1641750,Ryan Kalkbrenner,3018.0,3013.0,0.209,-1.684,0.704,-0.979,-0.157,0.295,0.138,-0.517,0.87,0.353,-0.478,0.928,0.45,-2.162,1.632,-0.53,-2.137,1.562,-0.575,-2.201,1.574,ryan kalkbrenner,Ryan Kalkbrenner,Charlotte Hornets,-1.8,0.8,-1.0,0.022,-0.247,0.269,239.0,262.5,23.5,-1.293,-0.7,-0.593,451.0,364.5,-86.5,1.219,0.702,0.517,56.0,106.0,50.0,7.395,1480.0,4.062,2.457,5.108,1.314,0.0,big,1000-2000
2024-2026,2025.0,1630311,Pat Spencer,3055.0,3060.0,0.211,-0.031,-0.518,-0.549,0.179,-0.106,0.073,-0.341,-0.503,-0.844,-0.43,-0.492,-0.922,-0.46,-1.01,-1.471,-0.671,-1.488,-2.16,-0.372,-1.021,pat spencer,Pat Spencer,Golden State Warriors,-1.7,-1.5,-3.2,-0.697,-1.15,0.453,355.0,426.0,71.0,-0.175,-0.649,0.474,251.0,352.0,101.0,-0.916,-1.404,0.488,385.0,448.0,63.0,-1.211,1501.0,1.631,0.192,3.358,6.835,1.559,guard,1000-2000
